HCHO_reading,Location,Current_date,Next_date,Month,Year
7.230335310135961e-05,Monaragala,2019-12-17,2019-12-18,12,2019
7.230335310135961e-05,Monaragala,2019-12-18,2019-12-19,12,2019
7.230335310135961e-05,Monaragala,2019-12-19,2019-12-20,12,2019
7.230335310135961e-05,Monaragala,2019-12-20,2019-12-21,12,2019
7.230335310135961e-05,Monaragala,2019-12-21,2019-12-22,12,2019
7.230335310135961e-05,Monaragala,2019-12-22,2019-12-23,12,2019
2.2194257638252324e-05,Monaragala,2019-12-23,2019-12-24,12,2019
2.117652741735389e-05,Monaragala,2019-12-24,2019-12-25,12,2019
0.0001555813232877,Monaragala,2019-12-25,2019-12-26,12,2019
7.230335310135961e-05,Monaragala,2019-12-26,2019-12-27,12,2019
6.64940718992127e-05,Monaragala,2019-12-27,2019-12-28,12,2019
8.053915245153277e-05,Monaragala,2019-12-28,2019-12-29,12,2019
7.85106263972474e-05,Monaragala,2019-12-29,2019-12-30,12,2019
5.587984313944631e-05,Monaragala,2019-12-30,2019-12-31,12,2019
7.85106263972474e-05,Monaragala,2019-12-31,2020-01-01,12,2019
9.034290529466052e-05,Monaragala,2020-01-01,2020-01-02,1,2020
6.013251704221963e-05,Monaragala,2020-01-02,2020-01-03,1,2020
0.0001002457589729,Monaragala,2020-01-03,2020-01-04,1,2020
3.286016579496975e-05,Monaragala,2020-01-04,2020-01-05,1,2020
3.071760518502251e-05,Monaragala,2020-01-05,2020-01-06,1,2020
6.013251704221963e-05,Monaragala,2020-01-06,2020-01-07,1,2020
6.013251704221963e-05,Monaragala,2020-01-07,2020-01-08,1,2020
4.286209778128145e-05,Monaragala,2020-01-08,2020-01-09,1,2020
5.750193863655609e-05,Monaragala,2020-01-09,2020-01-10,1,2020
0.0001446769434324,Monaragala,2020-01-10,2020-01-11,1,2020
6.013251704221963e-05,Monaragala,2020-01-11,2020-01-12,1,2020
4.9088348810138415e-05,Monaragala,2020-01-12,2020-01-13,1,2020
5.641005532275563e-05,Monaragala,2020-01-13,2020-01-14,1,2020
2.0383452845553944e-05,Monaragala,2020-01-14,2020-01-15,1,2020
0.0001958479692669,Monaragala,2020-01-15,2020-01-16,1,2020
0.000238841770169,Monaragala,2020-01-16,2020-01-17,1,2020
6.013251704221963e-05,Monaragala,2020-01-17,2020-01-18,1,2020
7.147623786282929e-05,Monaragala,2020-01-18,2020-01-19,1,2020
1.5958878447645566e-05,Monaragala,2020-01-19,2020-01-20,1,2020
6.013251704221963e-05,Monaragala,2020-01-20,2020-01-21,1,2020
7.147623786282929e-05,Monaragala,2020-01-21,2020-01-22,1,2020
6.013251704221963e-05,Monaragala,2020-01-22,2020-01-23,1,2020
9.612233952793758e-06,Monaragala,2020-01-23,2020-01-24,1,2020
7.44683138271029e-05,Monaragala,2020-01-24,2020-01-25,1,2020
6.006358222640914e-06,Monaragala,2020-01-25,2020-01-26,1,2020
5.19873079894593e-05,Monaragala,2020-01-26,2020-01-27,1,2020
6.013251704221963e-05,Monaragala,2020-01-27,2020-01-28,1,2020
8.374860540961439e-05,Monaragala,2020-01-28,2020-01-29,1,2020
3.1758298437023246e-05,Monaragala,2020-01-29,2020-01-30,1,2020
0.000177316703707,Monaragala,2020-01-30,2020-01-31,1,2020
